bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,13 Indizien,2018,,Andrés J. Voicu,,Game Factory,2,6,,,,,10,,30,40,,,,,,,,,,,,,,2.0,,,,,13-indizien,,
,13 Minuten,2018,,"Asger Harding Granerud,Daniel Skjold Pedersen",Jacob Elijah Walker,"Pegasus Spiele,Frosted Games",2,,,,,,10,,10,20,,,,,,,,,,,,,,1.0,,,,,13-minuten,,
,13 Tage: Die Kubakrise 1962,2018,,"Asger Harding Granerud,Daniel Skjold Pedersen",Jacob Elijah Walker,"Pegasus Spiele,Frosted Games",2,,,,,,10,,30,45,,,,,,,,,,,,,,3.0,,,,,13-tage-die-kubakrise-1962,,
,15 Dias: The Spanish Golden Age,2014,,Gonzo Bríos,Gonzo Bríos,Asylum Games,2,8,,,,,12,,60,60,,,,,,,,,,,,,,3.0,,,,,15-dias-the-spanish-golden-age,,
,15 o 9 x,2015,,Susumu Kawasaki,Susumu Kawasaki,Kawasaki Factory,2,,,,,,10,,5,10,,,,,,,,,,,,,,1.0,,,,,15-o-9-x,,
,1848,1998,,Gerhard H. Kuhlmann,,Kuhlmann Geschichtsspiele,2,4,,,,,12,,30,30,,,,,,,,,,,,,,3.0,,,,,1848_,,
,1960: The Making of the President,2007,,"Jason Matthews,Christian Leonhard",,Z-Man Games,2,,,,,,12,,90,120,,,,,,,,,,,,,,3.0,,,,,1960-the-making-of-the-president,,
,1969,2012,,"Lorenzo Silva,Aureliano Buonfino,Lorenzo Tucci Sorrentino,Andrea Crespi",Giulia Ghigini,Cranio Creations,2,5,,,,,12,,45,60,,,,,,,,,,,,,,2.0,,,,,1969_,,
,2 de Mayo,2008,,Daniel Val,Edigrafica games,Gen-X Games,2,,,,,,12,,20,30,,,,,,,,,,,,,,3.0,,,,,2-de-mayo,,
,2 de Mayo: Assault on Palace Grimaldi,2011,,Daniel Val,Edigrafica games,"FRED Distribution, Gen-X Games",2,,,,,,12,,20,30,,,,,,,,,,,,,,3.0,,,,,2-de-mayo-assault-on-palace-grimaldi,,
,2 erste Spiele,2012,,,Oliver Freudenreich,Ravensburger Spieleverlag,2,4,,,,,3,,10,15,,,,,,,,,,,,,,1.0,,,,,2-erste-spiele,,
,20 Questions,2018,,"Scott A. Mednick,A. Robert Moog",,"Piatnik,University Games, LTI Ltd",2,6,,,,,12,,20,30,,,,,,,,,,,,,,1.0,,,,,20-questions,,
,200 Jahre Montgolfieren,1983,,Jürgen Hagedorn,,Hexagames / TST-Enterprises,4,6,,,,,8,,45,45,,,,,,,,,,,,,,2.0,,,,,200-jahre-montgolfieren,,
,20Q,2018,,,,Noris Spiele,1,,,,,,8,,5,15,,,,,,,,,,,,,,1.0,,,,,20q,,
,27,2017,,Laurent Escoffier,,Steffen-Spiele,2,,,,,,9,,10,20,,,,,,,,,,,,,,2.0,,,,,27_,,
,3 gewinnt!,2015,,Gunter Baars,,Ravensburger Spieleverlag,2,4,,,,,6,,10,20,,,,,,Vier gewinnt,,,,,,,,1.0,,,,,3-gewinnt,,
,3 Secrets,2017,,"Pierluca Zizzi,Martino Chiacchiera",Werther Dell'Edera,"Abacusspiele,dV Giochi",2,8,,,,,14,,15,15,,,,,,3 Secrets,,,,,,,,1.0,,,,,3-secrets,,
,3 Secrets: Crime Time,2019,,"Pierluca Zizzi,Martino Chiacchiera","Andreas Bernabe,Stefano Landini","Abacusspiele,dV Giochi",2,8,,,,,16,,15,15,,,,,,3 Secrets,,,,,,,,1.0,,,,,3-secrets-crime-time,,
,3 sind eine zu viel!,2015,,"Reinhard Staupe,Christoph Behre",Oliver Freudenreich,Amigo Spiel + Freizeit,2,4,,,,,10,,25,35,,,,,,,,,,,,,,1.0,,,,,3-sind-eine-zu-viel,,
,3 Wishes,2016,,Chris Castagnetto,Magdalena Markowska,Strawberry Studio,3,5,,,,,8,,3,5,,,,,,,,,,,,,,1.0,,,,,3-wishes,,
,3x8,2018,,"Knut Happel,Christian Fiore",Fiore GmbH Büro für Gestaltung,Amigo Spiel + Freizeit,2,4,,,,,8,,30,35,,,,,,,,,,,,,,2.0,,,,,3x8,,
,4 ½ Minuten,2019,,Joachim Zischke,Oliver Freudenreich,moses. Verlag,2,6,,,,,8,,15,20,,,,,,,,,,,,,,1.0,,,,,4-1-2-minuten,,
,4 Bilder 1 Wort: Das Kartenspiel,2019,,,Jens Wiese,Pegasus Spiele,1,6,,,,,8,,5,20,,,,,,,,,,,,,,1.0,,,,,4-bilder-1-wort-das-kartenspiel,,
,4 Gewinnt Pac-Man,2016,,,,Winning Moves Deutschland,2,,,,,,6,,5,10,,,,,,Vier gewinnt,,,,,,,,1.0,,,,,4-gewinnt-pac-man,,
,4 Gods,2016,,Christophe Boelinger,,"Ludically,Asmodee Deutschland",2,4,,,,,,,15,30,,,,,,,,,,,,,,2.0,,,,,4-gods,,
,4 Seasons,2017,,Team Saien,Dennis Lohausen,Pegasus Spiele,2,,,,,,8,,15,30,,,,,,,,,,,,,,2.0,,,,,4-seasons,,
,5 Alive,1995,,"Eamon Bloomfield,Roger Ford",,Schmidt Spiele,2,6,,,,,8,,30,45,,,,,,,,,,,,,,3.0,,,,,5-alive,,
,5-Minute Dungeon,2017,,Connor Reid,Alex Diochon,Kosmos,2,5,,,,,8,,5,5,,,,,,,,,,,,,,2.0,,,,,5-minute-dungeon,,
,5-Minute Dungeon: Erweiterung - Der Fluch des Overlords,2019,,Connor Reid,Alex Diochon,"Kosmos,Wiggles 3D",2,6,,,,,8,,5,5,,,,,,,,,,,,,,2.0,,,,,5-minute-dungeon-erweiterung-der-fluch-des-overlords,,
,5 Minutes,2014,,Ivan de Faveri,Marek Blaha Sensit,Huch! & friends,2,5,,,,,8,,30,45,,,,,,,,,,,,,,1.0,,,,,5-minutes,,
,5 Seconds,2016,,,,"Megableu,Huch! & friends",3,6,,,,,8,,5,30,,,,,,5 Seconds,,,,,,,,3.0,,,,,5-seconds1,,
,5 vor 12,2012,,Michael Schacht,Walter Pepperle,Ravensburger Spieleverlag,2,4,,,,,8,,20,30,,,,,,,,,,,,,,2.0,,,,,5-vor-12,,
,504,2015,,Friedemann Friese,Harald Lieske,2F-Spiele,2,4,,,,,10,,30,120,,,,,,,,,,,,,,3.0,,,,,504_,,
,51st State,2010,,Ignacy Trzewiczek,"Mariusz Gandzel,Mateusz Bielski",Portal Games,2,4,,,,,10,,90,115,,,,,,,,,,,,,,3.0,,,,,51st-state,,
,51st State: Master Set,2016,,Ignacy Trzewiczek,Grzegorz Bobrowski,Portal Games,1,4,,,,,14,,60,90,,,,,,,,,,,,,,3.0,,,,,51st-state-master-set,,
,5211,2019,,Tsuyoshi Hashiguchi,Chris Quilliams,"Pegasus Spiele,Next Move Games",2,5,,,,,8,,20,30,,,,,,,,,,,,,,2.0,,,,,5211_,,
,6 nimmt!,1994,,Wolfgang Kramer,Franz Vohwinkel,Amigo Spiel + Freizeit,2,10,,,,,10,,45,45,,,,,,6 nimmt!,,,,,,,,2.0,,,,,6-nimmt,,
,6 nimmt! 25 Jahre Sonderedition,2019,,Wolfgang Kramer,Franz Vohwinkel,Amigo Spiel + Freizeit,2,10,,,,,9,,30,45,,,,,,6 nimmt!,,,,,,,,2.0,,,,,6-nimmt-25-jahre-sonderedition,,
,6 nimmt! Junior,2009,,Wolfgang Kramer,Barbara Spelger,Amigo Spiel + Freizeit,2,5,,,,,5,,20,25,,,,,,6 nimmt!,,,,,,,,1.0,,,,,6-nimmt-junior,,
,6-Tage-Rennen,1988,,Walter Toncar,,Holtmann Vip,3,8,,,,,8,,60,75,,,,,,,,,,,,,,3.0,,,,,6-tage-rennen,,
,7 Steps,2014,,"Michael Kiesling,Reinhard Staupe",Andreas Resch,Kosmos,2,4,,,,,10,,30,45,,,,,,,,,,,,,,3.0,,,,,7-steps,,
,7 Wonders,2010,,Antoine Bauza,Miguel Coimbra,Repos Production,3,7,,,,,10,,30,45,,,,,,7 Wonders,,,,,,,,3.0,,,,,7-wonders,,
,7 Wonders: Architects,2021,,Antoine Bauza,Etienne Hebinger,"Repos Production,Asmodee Deutschland",2,7,,,,,8,,20,30,,,,,,7 Wonders,,,,,,,,1.0,,,,,7-wonders-architects,,
,7 Wonders: Armada,2018,,Antoine Bauza,"Etienne Hebinger,Cyril Nouvel,Dimitri Chappuis","Repos Production,Asmodee Deutschland",2,7,,,,,10,,30,45,,,,,,,,,,,,,,1.0,,,,,7-wonders-armada,,
,7 Wonders: Babel,2014,,Antoine Bauza,Miguel Coimbra,"Repos Production,Asmodee Deutschland",2,8,,,,,10,,40,50,,,,,,,,,,,,,,3.0,,,,,7-wonders-babel,,
,7 Wonders: Cities,2012,,Antoine Bauza,Miguel Coimbra,Repos Production,2,8,,,,,10,,20,45,,,,,,,,,,,,,,3.0,,,,,7-wonders-cities,,
,7 Wonders: Cities Anniversary Pack,2017,,Antoine Bauza,Miguel Coimbra,"Repos Production,Asmodee Deutschland",2,8,,,,,10,,30,45,,,,,,,,,,,,,,3.0,,,,,7-wonders-cities-anniversary-pack,,
,7 Wonders: Duel,2015,,"Bruno Cathala,Antoine Bauza",Miguel Coimbra,"Repos Production,Asmodee Deutschland",2,,,,,,10,,20,30,,,,,,7 Wonders,,,,,,,,3.0,,,,,7-wonders-duel,,
,7 Wonders: Duel - Münzset,2017,,"Bruno Cathala,Antoine Bauza",Miguel Coimbra,"Repos Production,Asmodee Deutschland",2,,,,,,10,,20,30,,,,,,,,,,,,,,3.0,,,,,7-wonders-duel-muenzset,,
,7 Wonders: Duel - Pantheon,2016,,"Bruno Cathala,Antoine Bauza",,"Repos Production,Asmodee Deutschland",2,,,,,,10,,30,45,,,,,,,,,,,,,,3.0,,,,,7-wonders-duel-pantheon,,
,7 Wonders: Leaders,2011,,Antoine Bauza,Miguel Coimbra,Repos Production,3,7,,,,,8,,30,40,,,,,,,,,,,,,,3.0,,,,,7-wonders-leaders,,
,7 Wonders: Leaders Anniversary Pack,2017,,Antoine Bauza,Miguel Coimbra,"Repos Production,Asmodee Deutschland",2,7,,,,,10,,30,40,,,,,,,,,,,,,,3.0,,,,,7-wonders-leaders-anniversary-pack,,
,7 Wonders: Wunder-Pack,2013,,Antoine Bauza,Miguel Coimbra,Repos Production,2,7,,,,,10,,30,30,,,,,,,,,,,,,,3.0,,,,,7-wonders-wunder-pack,,
,8*28,2015,,"David L. Hoyt,Michael Hirtle",,Zoch Verlag,3,6,,,,,8,,20,30,,,,,,,,,,,,,,2.0,,,,,8-28,,
,8 Reise-Spiele,2009,,,,Schmidt Spiele,1,4,,,,,6,,,,,,,,,Spielesammlung,,,,,,,,1.0,,,,,8-reise-spiele,,
,8Bit Box,2018,,"Frank Crittin,Grégoire Largey",Jean-Baptiste Reynaud,"Iello,Hutter Trade",3,6,,,,,6,,15,45,,,,,,,,,,,,,,1.0,,,,,8bit-box,,
,9 Figure,2020,,Andrey Kolupaev,Natela Manushakian,Happy Baobab,2,6,,,,,6,,10,20,,,,,,,,,,,,,,1.0,,,,,9-figure,,
,90Grad,2016,,Gunnar Kuhlencord,,Gerhards Spiel und Design,2,,,,,,10,,,,,,,,,,,,,,,,,1.0,,,,,90grad,,
,A Few Acres of Snow,2011,,Martin Wallace,Peter Dennis,"Treefrog Games,Asmodee Deutschland",2,,,,,,12,,60,240,,,,,,,,,,,,,,5.0,,,,,a-few-acres-of-snow,,
,A Game of Thrones: Hand des Königs,2017,,Bruno Cathala,,"Heidelberger Spieleverlag,Fantasy Flight Games",2,4,,,,,14,,15,30,,,,,,,,,,,,,,1.0,,,,,a-game-of-thrones-hand-des-koenigs,,
,A la carte,2019,,Karl-Heinz Schmiel,"Christof Tisch,Jochen Eeuwyk",HeidelBÄR Games,3,4,,,,,8,,30,45,,,,,,,,,,,,,,2.0,,,,,a-la-carte,,
,A la carte: Dessert,2010,,Karl-Heinz Schmiel,"Christof Tisch,Jochen Eeuwyk","Heidelberger Spieleverlag,Moskito Spiele",2,5,,,,,8,,30,45,,,,,,,,,,,,,,3.0,,,,,a-la-carte-dessert,,
,A Song of Ice & Fire: Tabletop Miniatures Game - Stark vs Lannister Starter,2018,,"Eric M. Lang,Michael Shinall",,"Asmodee Deutschland,CMON",2,,,,,,14,,60,75,,,,,,,,,,,,,,1.0,,,,,a-song-of-ice-und-fire-tabletop-miniatures-game-stark-vs-lannister-starter,,
,Aargh!Tect,2009,,Walter Obert,Jochen Eeuwyk,Heidelberger Spieleverlag,4,8,,,,,10,,45,60,,,,,,,,,,,,,,2.0,,,,,aarghtect,,
,Ab auf die Wippe!,2009,,Anja Dreier-Brückner,,Die Spiegelburg,2,,,,,,3,,5,10,,,,,,,,,,,,,,1.0,,,,,ab-auf-die-wippe,,
,Ab die Post!,1996,,"Helga Huber,Hermann Huber",Franz Vohwinkel,Goldsieber,3,6,,,,,8,,45,60,,,,,,,,,,,,,,3.0,,,,,ab-die-post1,,
,Ab durch die Mauer,2019,,Jürgen Adams,Victor Boden,Zoch Verlag,2,4,,,,,7,,20,25,,,,,,,,,,,,,,1.0,,,,,ab-durch-die-mauer,,
,Abalone,2011,,"Michel Lalet,Laurent Lévi",,Asmodee Deutschland,2,,,,,,7,,30,45,,,,,,Abalone,,,,,,,,3.0,,,,,abalone,,
,Abalone Offboard,2011,,"Michel Lalet,Laurent Lévi",,Schmidt Spiele,2,,,,,,7,,20,30,,,,,,Abalone,,,,,,,,4.0,,,,,abalone-offboard,,
,Abalone Quattro,2014,,"Michel Lalet,Laurent Lévi",,Asmodee Deutschland,2,4,,,,,7,,20,25,,,,,,Abalone,,,,,,,,4.0,,,,,abalone-quattro,,
,Abalone Travel,2016,,"Michel Lalet,Laurent Lévi",,Asmodee Deutschland,2,,,,,,7,,20,30,,,,,,Abalone,,,,,,,,3.0,,,,,abalone-travel,,
,ABC-Insel,2018,,Jens Merkl,Joachim Krause,Ravensburger Spieleverlag,2,4,,,,,5,,20,30,,,,,,,,,,,,,,1.0,,,,,abc-insel,,
,Abenteuer 1x1,2018,,Wolfgang Borkner,Tobias Dahmen,Haba-Habermaaß GmbH,1,4,,,,,7,,10,20,,,,,,,,,,,,,,2.0,,,,,abenteuer-1x1,,
,Abenteuer auf der Schatzinsel,2007,,Kai Haferkamp,Silvia Neuendorf,Die Spiegelburg,2,4,,,,,5,,25,25,,,,,,Capt’n Sharky,,,,,,,,1.0,,,,,abenteuer-auf-der-schatzinsel,,
,Abenteuer in Mittelerde,2009,,"Christian T. Petersen,Corey Konieczka",Sensit Communication,Kosmos,2,4,,,,,13,,150,180,,,,,,Herr der Ringe,,,,,,,,4.0,,,,,abenteuer-in-mittelerde,,
,Abenteuer Tierwelt,2010,,Wolfgang Kramer,Pino Avonto,Ravensburger Spieleverlag,1,4,,,,,4,,20,30,,,,,,tiptoi,,,,,,,,2.0,,,,,abenteuer-tierwelt,,
,Abenteuer USA,1991,,Karin Mohring,,Spielkartenfabrik Altenburg GmbH,2,6,,,,,12,,60,60,,,,,,,,,,,,,,3.0,,,,,abenteuer-usa,,
,Abenteuerinsel,1982,,Dirk Hanneforth,,Herder Verlag,2,4,,,,,10,,30,30,,,,,,,,,,,,,,1.0,,,,,abenteuerinsel,,
,Abenteuerland,2015,,"Wolfgang Kramer,Michael Kiesling",Franz Vohwinkel,Haba-Habermaaß GmbH,2,4,,,,,10,,45,60,,,,,,,,,,,,,,2.0,,,,,abenteuerland,,
,Abenteuerland: König & Prinzessin,2016,,"Wolfgang Kramer,Michael Kiesling",Franz Vohwinkel,Haba-Habermaaß GmbH,2,4,,,,,10,,45,60,,,,,,,,,,,,,,2.0,,,,,abenteuerland-koenig-und-prinzessin,,
,... aber bitte mit Sahne,2008,,Jeffrey D. Allers,Harald Lieske,Winning Moves Deutschland,2,5,,,,,8,,10,30,,,,,,,,,,,,,,2.0,,,,,aber-bitte-mit-sahne,,
,... aber bitte mit Sahne: Das Jokerstück,2009,,Jeffrey D. Allers,Harald Lieske,"Winning Moves Deutschland,spielbox",2,5,,,,,8,,30,30,,,,,,,,,,,,,,2.0,,,,,aber-bitte-mit-sahne-das-jokerstueck,,
,Abilene,1993,,"Roland ""Roy Winner"" Siegers",,Schmidt Spiele,3,6,,,,,10,,45,60,,,,,,,,,,,,,,2.0,,,,,abilene,,
,Abla Ubla,2016,,Mary Magkou,,Desyllas Games,4,12,,,,,10,,30,45,,,,,,,,,,,,,,1.0,,,,,abla-ubla,,
,Abluxxen,2014,,"Wolfgang Kramer,Michael Kiesling",Oliver Freudenreich,Ravensburger Spieleverlag,2,5,,,,,10,,20,30,,,,,,,,,,,,,,2.0,,,,,abluxxen,,
,Abluxxen: Königskarten,2015,,"Wolfgang Kramer,Michael Kiesling",,Ravensburger Spieleverlag,2,5,,,,,10,,20,30,,,,,,,,,,,,,,2.0,,,,,abluxxen-koenigskarten,,
,Aborea,2012,,Sebastian Witzmann,,13Mann,1,8,,,,,12,,15,240,,,,,,,,,,,,,,3.0,,,,,aborea,,
,About Time - Das Zeit-Spiel,2009,,"Anton Kammerl,Michele Rosaus,Joe Gill,Iain McGill,Matt Gloud",Michele Rosaus,Circa Circa,2,20,,,,,12,,50,60,,,,,,,,,,,,,,1.0,,,,,about-time-das-zeit-spiel,,
,Absacker,2014,,"Leo Colovini,Dario De Toffoli",Marek Blaha,Amigo Spiel + Freizeit,2,5,,,,,7,,15,20,,,,,,,,,,,,,,2.0,,,,,absacker,,
,Absolutely English,2012,,"Fay Mac Sween,Kelly James",,Piatnik,2,16,,,,,12,,20,60,,,,,,,,,,,,,,3.0,,,,,absolutely-english,,
,Abwrackprämie: Das Spiel,2009,,Rüdiger Schenke,Rüdiger Schenke,Schenke CS GmbH,2,4,,,,,8,,30,45,,,,,,,,,,,,,,1.0,,,,,abwrackpraemie-das-spiel,,
,Abyss,2014,,"Bruno Cathala,Charles Chevallier",Xavier Collette,"Asmodee Deutschland,Bombyx",2,4,,,,,14,,45,60,,,,,,,,,,,,,,2.0,,,,,abyss,,
,Abyss: Kraken,2015,,"Bruno Cathala,Charles Chevallier",Xavier Collette,"Asmodee Deutschland,Bombyx",2,4,,,,,14,,45,60,,,,,,,,,,,,,,2.0,,,,,abyss-kraken,,
,Ach Du Kacke!,2018,,,,Hasbro,1,99,,,,,4,,10,20,,,,,,,,,,,,,,1.0,,,,,ach-du-kacke,,
,Acht-Minuten Imperium,2013,,Ryan Laukat,Ryan Laukat,"Red Raven Games,Schwerkraft Verlag",2,5,,,,,13,,20,30,,,,,,,,,,,,,,3.0,,,,,acht-minuten-imperium,,
,Acht-Minuten Imperium: Europa-Spielplan,2013,,Ryan Laukat,Ryan Laukat,"Red Raven Games,Schwerkraft Verlag",2,5,,,,,13,,20,30,,,,,,,,,,,,,,3.0,,,,,acht-minuten-imperium-europa-spielplan,,
,Acquire,2008,,Sid Sackson,Scott Okumura,Avalon Hill,2,6,,,,,12,,75,90,,,,,,,,,,,,,,3.0,,,,,acquire,,
,Activity Action,1995,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-action,,
,Activity Alles ist möglich,2010,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,4,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-alles-ist-moeglich,,
,Activity Champion,2015,,"Paul Catty,Josef Ernst Führer",,Piatnik,4,10,,,,,12,,30,45,,,,,,Activity,,,,,,,,2.0,,,,,activity-champion,,
,Activity: Club Edition,2002,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,18,,45,60,,,,,,Activity,,,,,,,,1.0,,,,,activity-club-edition,,
,Activity Codeword,1996,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-codeword,,
,Activity Connection,1998,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,4,12,,,,,12,,45,60,,,,,,Activity,,,,,,,,3.0,,,,,activity-connection,,
,Activity Family Classic,2010,,"Ulrike Catty,Maria Führer,Paul Catty",,Piatnik,3,16,,,,,10,,30,60,,,,,,Activity,,,,,,,,1.0,,,,,activity-family-classic,,
,Activity for English,1995,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,2,12,,,,,10,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-for-english,,
,Activity Franz Ferdinand,2012,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,4,12,,,,,7,,30,30,,,,,,Activity,,,,,,,,2.0,,,,,activity-franz-ferdinand,,
,Activity Hol den Horst,2018,,Seven Towns,,Piatnik,3,8,,,,,16,,30,45,,,,,,Activity,,,,,,,,1.0,,,,,activity-hol-den-horst,,
,Activity Junior,1997,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,4,12,,,,,8,,30,45,,,,,,Activity,,,,,,,,1.0,,,,,activity-junior,,
,Activity Junior Turbo,2007,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,4,16,,,,,8,,30,45,,,,,,Activity,,,,,,,,2.0,,,,,activity-junior-turbo,,
,Activity kompakt,2014,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-kompakt,,
,Activity Krazy Kritzel,2016,,"Garrett J. Donner,Michael S. Steer,Pamela J. Free",,Piatnik,3,10,,,,,8,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-krazy-kritzel,,
,Activity Lifestyle,2011,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,4,16,,,,,15,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-lifestyle,,
,Activity Multi Challenge,2017,,Wolfgang Warsch,,Piatnik,3,10,,,,,12,,60,75,,,,,,Activity,,,,,,,,1.0,,,,,activity-multi-challenge,,
,Activity My first,2010,,"Ulrike Catty,Paul Catty,Elizabeth Hablit",,Piatnik,3,16,,,,,4,,30,45,,,,,,Activity,,,,,,,,1.0,,,,,activity-my-first,,
,Activity Original,1989,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-original,,
,Activity Professional,1993,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-professional,,
,Activity Ruhrpott,2000,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,3.0,,,,,activity-ruhrpott,,
,Activity Superthema Freizeit & Essen,1994,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,,,,,,,,,2.0,,,,,activity-superthema-freizeit-und-essen,,
,Activity Superthema Körper & Natur,1994,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,,,,,,,,,2.0,,,,,activity-superthema-koerper-und-natur,,
,Activity Superthema Urlaub & Sport,1994,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,,,,,,,,,2.0,,,,,activity-superthema-urlaub-und-sport,,
,Activity Turbo,2006,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,Activity,,,,,,,,2.0,,,,,activity-turbo,,
,Activity - Zusatzkarten,1999,,"Ulrike Catty,Maria Führer,Paul Catty,Josef Ernst Führer",,Piatnik,3,16,,,,,12,,45,60,,,,,,,,,,,,,,2.0,,,,,activity-zusatzkarten,,
,Ad Astra,2009,,"Bruno Faidutti,Serge Laget","Kieran Yanner,Justin Albers","Heidelberger Spieleverlag,Nexus Editrice",3,5,,,,,13,,90,150,,,,,,,,,,,,,,4.0,,,,,ad-astra,,
,Adel verpflichtet,2000,,Klaus Teuber,"Tanja Donner,Cornelia von Seidlein",Alea,2,5,,,,,10,,60,90,,,,,,,,,,,,,,2.0,,,,,adel-verpflichtet,,
,Adios Amigos,2009,,Momo Besedic,"Hans-Georg Schneider,Anette Nedde Kannenberg,Christian Hanisch",Pegasus Spiele,2,4,,,,,8,,15,20,,,,,,,,,,,,,,2.0,,,,,adios-amigos,,
